tahun,latitude,longitude,nama_provinsi,nama_kabupaten_kota,nama_kelurahan,nama_kecamatan,jumlaluas_wilayah,jumlah_kepadatanjiwakm2
2017,-6.115853,106.888722,PROVINSI DKI JAKARTA,JAKARTA UTARA,kebon bawang,TANJUNG PRIOK,1.73,35219.46
2017,-6.119739,106.875361,PROVINSI DKI JAKARTA,JAKARTA UTARA,warakas,TANJUNG PRIOK,1.09,49014.15
2017,-6.149698,106.867397,PROVINSI DKI JAKARTA,JAKARTA UTARA,sunter jaya,TANJUNG PRIOK,4.58,15911.12
2017,-6.139265,106.871217,PROVINSI DKI JAKARTA,JAKARTA UTARA,sunter agung,TANJUNG PRIOK,7.02,1188.78
2017,-6.13017,106.871322,PROVINSI DKI JAKARTA,JAKARTA UTARA,papanggo,TANJUNG PRIOK,2.8,16623.9
2017,-6.117971,106.910785,PROVINSI DKI JAKARTA,JAKARTA UTARA,lagoa,KOJA,1.58,44808.61
NA,-6.128293,106.898815,NA,NA,rawabadak selatan,NA,NA,NA
2017,-6.16636,106.88136,PROVINSI DKI JAKARTA,JAKARTA UTARA,koja,KOJA,3.28,10504.88
NA,-6.11916,106.898729,NA,NA,rawabadak utara,NA,NA,NA
2017,-6.131308,106.908043,PROVINSI DKI JAKARTA,JAKARTA UTARA,tugu selatan,KOJA,2.68,16891.42
2017,-6.114078,106.910727,PROVINSI DKI JAKARTA,JAKARTA UTARA,lagoa,KOJA,1.58,44808.61
2017,-6.122828,106.912973,PROVINSI DKI JAKARTA,JAKARTA UTARA,tugu utara,KOJA,3.32,24493.98
2017,-6.102511,106.939186,PROVINSI DKI JAKARTA,JAKARTA UTARA,cilincing,CILINCING,6.31,8356.44
2017,-6.109162,106.938919,PROVINSI DKI JAKARTA,JAKARTA UTARA,cilincing,CILINCING,6.31,8356.44
NA,-6.102268,106.92894,NA,NA,kalibaru,NA,NA,NA
2017,-6.130436,106.92774,PROVINSI DKI JAKARTA,JAKARTA UTARA,semper barat,CILINCING,1.59,51127.18
2017,-6.112727,106.92611,PROVINSI DKI JAKARTA,JAKARTA UTARA,semper timur,CILINCING,3.16,13289.26
2017,-6.124655,106.958301,PROVINSI DKI JAKARTA,JAKARTA UTARA,marunda,CILINCING,7.92,3993.99
2017,-6.151899,106.956046,PROVINSI DKI JAKARTA,JAKARTA UTARA,rorotan,CILINCING,10.64,4279.4
2017,-6.148037,106.924159,PROVINSI DKI JAKARTA,JAKARTA UTARA,sukapura,CILINCING,5.61,11632.53
2017,-6.133156,106.837045,PROVINSI DKI JAKARTA,JAKARTA UTARA,pademangan barat,PADEMANGAN,3.53,25422.1
2017,-6.123823,106.817269,PROVINSI DKI JAKARTA,JAKARTA UTARA,ancol,PADEMANGAN,3.77,7652.14
2017,-6.130801,106.845358,PROVINSI DKI JAKARTA,JAKARTA UTARA,pademangan timur,PADEMANGAN,2.61,16315.65
2017,-6.132591,106.840214,PROVINSI DKI JAKARTA,JAKARTA UTARA,pademangan barat,PADEMANGAN,3.53,25422.1
2017,-6.185834,106.737469,PROVINSI DKI JAKARTA,JAKARTA BARAT,kembangan selatan,KEMBANGAN,3.61,8276.43
NA,-6.150372,106.726847,NA,NA,ceng - barat,NA,NA,NA
NA,-6.149718,106.721162,NA,NA,ceng - barat,NA,NA,NA
NA,-6.145135,106.733355,NA,NA,ceng - timur,NA,NA,NA
2017,-6.131364,106.746135,PROVINSI DKI JAKARTA,JAKARTA BARAT,kapuk,CENGKARENG,5.63,27369.55
2017,6.1721,106.722122,PROVINSI DKI JAKARTA,JAKARTA BARAT,duri kosambi,CENGKARENG,5.91,14568.2
2017,-6.170786,106.731163,PROVINSI DKI JAKARTA,JAKARTA BARAT,rawa buaya,CENGKARENG,4.07,17383.14
2017,-6.153571,106.762131,PROVINSI DKI JAKARTA,JAKARTA BARAT,kedaung kali angke,CENGKARENG,2.81,13168.3
NA,-6.178131,106.78324,NA,NA,tj. duren utara,NA,NA,NA
2017,-6.159235,106.793382,PROVINSI DKI JAKARTA,JAKARTA BARAT,grogol,GROGOL PETAMBURAN,1.22,16089.97
2017,-6.147199,106.781481,PROVINSI DKI JAKARTA,JAKARTA BARAT,jelambar baru,GROGOL PETAMBURAN,0.14,304082.6
NA,-6.18116,106.787935,NA,NA,tj. duren selatan,NA,NA,NA
NA,-6.173333,106.789006,NA,NA,tj. duren utara,NA,NA,NA
2017,-6.171605,106.800174,PROVINSI DKI JAKARTA,JAKARTA BARAT,tomang,GROGOL PETAMBURAN,1.88,1802.25
NA,-6.161539,106.781631,NA,NA,jelambar  ,NA,NA,NA
2017,-6.15364,106.772432,PROVINSI DKI JAKARTA,JAKARTA BARAT,wijaya kusuma,GROGOL PETAMBURAN,2.2,20385.45
2017,-6.143507,106.79134,PROVINSI DKI JAKARTA,JAKARTA BARAT,angke,TAMBORA,0.78,44559.71
NA,-6.156371,106.799287,NA,NA,kalianyar,NA,NA,NA
2017,-6.146752,106.808577,PROVINSI DKI JAKARTA,JAKARTA BARAT,tambora,TAMBORA,0.28,43243.91
2017,-6.158306,106.808608,PROVINSI DKI JAKARTA,JAKARTA BARAT,tanah sereal,TAMBORA,0.62,49571.22
NA,-6.152139,106.801885,NA,NA,krendang,NA,NA,NA
2017,-6.152691,106.798254,PROVINSI DKI JAKARTA,JAKARTA BARAT,jembatan besi,TAMBORA,0.55,63332.13
2017,-6.143517,106.800282,PROVINSI DKI JAKARTA,JAKARTA BARAT,angke,TAMBORA,0.78,44559.71
2017,-6.144399,106.800717,PROVINSI DKI JAKARTA,JAKARTA BARAT,jembatan lima,TAMBORA,0.46,53515.44
2017,-6.158185,106.802458,PROVINSI DKI JAKARTA,JAKARTA BARAT,duri selatan,TAMBORA,0.34,49346.94
2017,-6.139497,106.800964,PROVINSI DKI JAKARTA,JAKARTA BARAT,pekojan,TAMBORA,0.78,34523.14
2017,-6.154834,106.801833,PROVINSI DKI JAKARTA,JAKARTA BARAT,duri utara,TAMBORA,0.41,57775.31
2017,-6.132536,106.807495,PROVINSI DKI JAKARTA,JAKARTA BARAT,roa malaka,TAMBORA,0.53,744.68
2017,-6.134273,106.815397,PROVINSI DKI JAKARTA,JAKARTA BARAT,pinangsia,TAMAN SARI,0.96,13117.79
2017,-6.150722,106.823192,PROVINSI DKI JAKARTA,JAKARTA BARAT,taman sari,TAMAN SARI,0.68,24971.94
2017,-6.14618,106.812832,PROVINSI DKI JAKARTA,JAKARTA BARAT,glodok,TAMAN SARI,0.38,23257.98
2017,-6.147329,106.819252,PROVINSI DKI JAKARTA,JAKARTA BARAT,mangga besar,TAMAN SARI,0.51,17367.91
2017,-6.13844,106.819587,PROVINSI DKI JAKARTA,JAKARTA BARAT,pinangsia,TAMAN SARI,0.96,13117.79
2017,-6.155647,106.816278,PROVINSI DKI JAKARTA,JAKARTA BARAT,krukut,TAMAN SARI,0.55,41024.15
2017,-6.146343,106.822541,PROVINSI DKI JAKARTA,JAKARTA BARAT,tangki,TAMAN SARI,3.75,4062.72
2017,-6.150889,106.814952,PROVINSI DKI JAKARTA,JAKARTA BARAT,keagungan,TAMAN SARI,0.32,64568.64
2017,-6.152936,106.818677,PROVINSI DKI JAKARTA,JAKARTA BARAT,maphar,TAMAN SARI,0.59,3261.61
NA,-6.142246,106.702167,NA,NA,pegadungan ,NA,NA,NA
2017,-6.160107,106.705479,PROVINSI DKI JAKARTA,JAKARTA BARAT,semanan,KALI DERES,5.98,13347.49
2017,-6.143427,106.692377,PROVINSI DKI JAKARTA,JAKARTA BARAT,kalideres,KALI DERES,5.71,14079.85
NA,-6.129842,106.710954,NA,NA,pegadungan ,NA,NA,NA
2017,-6.104496,106.706132,PROVINSI DKI JAKARTA,JAKARTA BARAT,kamal,KALI DERES,4.9,11859.18
2017,-6.118345,106.719677,PROVINSI DKI JAKARTA,JAKARTA BARAT,tegal alur,KALI DERES,4.97,18852.81
2017,-6.198861,106.786992,PROVINSI DKI JAKARTA,JAKARTA BARAT,palmerah,PALMERAH,2.33,30677.68
2017,-6.185047,106.801923,PROVINSI DKI JAKARTA,JAKARTA BARAT,kota bambu selatan,PALMERAH,0.58,43405.11
2017,-6.202172,106.787003,PROVINSI DKI JAKARTA,JAKARTA BARAT,palmerah,PALMERAH,2.33,30677.68
NA,-6.177013,106.804228,NA,NA,jatipulo,NA,NA,NA
2017,-6.185378,106.807393,PROVINSI DKI JAKARTA,JAKARTA BARAT,kota bambu utara,PALMERAH,0.64,46141.87
2017,-6.193573,106.801947,PROVINSI DKI JAKARTA,JAKARTA BARAT,slipi,PALMERAH,0.97,1973.3
